Transaction ID,Age , Items ,Monthly Income,Transaction Time,Record,Gender,City Tier,Total Spend
TXN399,52,5,10890,511.2503381,4,Male,Tier 2,3926.969689
TXN400,58,5,13400,34.05933694,6,Male,Tier 3,5678.967965
TXN401,55,2,2440,721.4584818,5,Male,Tier 3,3290.483211
TXN402,55,10,27314,214.4518364,10,Female,Tier 3,13255.69894
TXN403,49,5,22593,357.3383149,8,Male,Tier 3,9491.550971
TXN404,25,10,10383,447.4359914,9,Male,Tier 3,9103.497666
TXN405,54,8,19948,905.2357344,4,Female,Tier 2,5181.482498
TXN406,33,6,17798,192.5400569,4,Male,Tier 2,5025.758438
TXN407,28,15,21953,285.6748895,1,Male,Tier 2,4955.537207
TXN408,47,9,24936,634.2462284,7,Female,Tier 3,8481.270035
TXN409,51,1,14673,854.013042,4,Female,Tier 3,4105.702779
TXN410,37,10,15282,882.3578689,8,Female,Tier 3,8174.157489
TXN411,35,10,13679,413.9065956,1,Male,Tier 1,3721.540235
TXN412,21,7,25388,939.5395137,5,Male,Tier 3,6718.153582
TXN413,55,2,14691,768.7703479,6,Female,Tier 1,5790.974008
TXN414,58,15,23542,590.3477146,7,Female,Tier 1,8621.055035
TXN415,56,1,19350,66.28245054,10,Female,Tier 1,11668.10582
TXN416,44,4,18016,430.8741895,10,Female,Tier 2,11502.30101
TXN417,23,3,8487,417.0392485,5,Male,Tier 1,4176.72977
TXN418,25,7,21455,345.7104011,7,Female,Tier 3,7688.765491
TXN419,58,13,15364,361.7647718,4,Female,Tier 3,4578.048956
TXN420,47,12,28689,765.4056362,10,Female,Tier 2,13627.20513
TXN421,51,1,19151,927.3717856,3,Male,Tier 2,4586.954311
TXN422,36,3,27272,831.1766987,1,Male,Tier 2,5334.769336
TXN423,51,4,29103,340.4566148,6,Female,Tier 1,8033.400524
TXN424,60,2,28549,410.8869027,7,Male,Tier 3,9157.366476
TXN425,37,4,7037,323.2446872,1,Female,Tier 1,2191.50314
TXN426,47,11,21153,214.9741926,1,Female,Tier 1,4627.188633
TXN427,28,1,11297,697.9355823,10,Male,Tier 2,10644.3975
TXN428,54,9,29085,874.5211197,4,Male,Tier 1,6980.533359
TXN429,52,10,10586,945.7941832,1,Female,Tier 3,2829.479664
TXN430,49,11,2986,233.8142028,2,Male,Tier 2,2106.52676
TXN431,36,8,10518,975.3516898,5,Female,Tier 1,4545.278201
TXN432,26,13,21768,88.27226914,2,Male,Tier 3,4961.5221
TXN433,39,13,23953,592.7467745,0,Male,Tier 2,5134.23692
TXN434,21,15,28400,809.4168525,6,Male,Tier 2,8399.56157
TXN435,38,2,20861,432.9776355,4,Female,Tier 2,4978.402875
TXN436,41,15,20453,133.0383852,6,Female,Tier 2,7027.092042
TXN437,24,13,27626,648.5735476,8,Female,Tier 1,10263.38894
TXN438,58,7,21048,800.712549,3,Male,Tier 1,5364.126586
TXN439,45,9,22684,534.128288,1,Male,Tier 3,4917.364558
TXN440,21,8,9034,351.1898639,2,Female,Tier 1,2633.393868
TXN441,39,2,16990,772.988579,0,Male,Tier 3,3750.317308
TXN442,47,2,29579,959.2609991,3,Female,Tier 1,6022.622602
TXN443,55,13,14426,660.1770714,1,Male,Tier 1,3906.866044
TXN444,49,3,23145,914.9439557,3,Male,Tier 1,5484.468372
TXN445,59,4,17845,486.5600963,6,Male,Tier 3,6564.207995
TXN446,24,14,16405,451.2585542,7,Male,Tier 1,7739.836791
TXN447,40,14,24885,425.5456699,4,Male,Tier 1,6610.250946
TXN448,33,14,7940,799.927933,6,Female,Tier 1,5239.049432
TXN449,55,8,28624,33.16401745,7,Female,Tier 3,8954.310959
TXN450,23,5,12049,798.1473043,2,Male,Tier 3,3249.297976
TXN451,25,8,19520,504.4232915,1,Male,Tier 1,4465.279513
TXN452,27,2,7117,141.5598746,9,Female,Tier 1,8271.618591
TXN453,26,7,25581,536.4036286,7,Male,Tier 2,8686.743417
TXN454,42,5,4319,984.6009178,5,Male,Tier 2,3728.8381
TXN455,36,4,25241,128.5666826,3,Female,Tier 3,5065.641767
TXN456,49,6,10079,250.4511239,2,Male,Tier 3,3061.461969
TXN457,52,7,19424,770.7764825,5,Male,Tier 2,6109.954922
TXN458,55,10,6834,942.9459445,4,Male,Tier 3,3655.155008
TXN459,40,9,18763,389.4226796,10,Female,Tier 1,12010.95809
TXN460,22,11,2456,349.1549792,10,Male,Tier 2,9752.167786
TXN461,60,4,28245,857.7330228,10,Male,Tier 3,13509.55118
TXN462,29,15,11777,612.9071736,8,Male,Tier 3,8235.582483
TXN463,49,11,16157,721.2823918,3,Male,Tier 1,4641.939456
TXN464,47,8,21647,263.6056617,5,Female,Tier 3,5943.80755
TXN465,32,5,16815,960.3223566,4,Male,Tier 3,4736.098033
TXN466,60,7,20826,471.4081663,9,Female,Tier 1,10694.21428
TXN467,31,1,4077,738.9978474,6,Female,Tier 2,4069.158663
TXN468,34,11,26664,225.8748476,5,Female,Tier 1,6941.648864
TXN469,35,8,21182,379.0677582,5,Female,Tier 3,5863.833762
TXN470,22,14,17917,258.0183328,5,Male,Tier 2,5978.377133
TXN471,42,14,10348,983.6965047,9,Female,Tier 3,9128.460687
TXN472,36,10,3695,855.8226859,8,Female,Tier 2,6675.781392
TXN473,46,10,9848,954.3701891,9,Male,Tier 2,9230.146261
TXN474,60,4,11375,330.1679461,5,Female,Tier 3,4474.785568
TXN475,49,2,18138,454.9359752,6,Male,Tier 3,6405.239374
TXN476,24,3,10956,35.90539459,9,Male,Tier 3,8866.890545
TXN477,38,5,6303,248.6701556,1,Male,Tier 1,2290.012367
TXN478,44,6,29876,983.9912173,8,Male,Tier 1,10695.99214
TXN479,26,6,11556,866.3226795,0,Female,Tier 2,2724.167968
TXN480,54,13,3324,556.1695569,6,Female,Tier 1,4573.865067
TXN481,25,4,29188,575.8960509,8,Female,Tier 2,10137.52742
TXN482,32,10,20663,646.2485499,8,Female,Tier 2,9164.782971
TXN483,21,7,4604,96.36459278,4,Female,Tier 2,2650.598078
TXN484,50,13,20228,147.7396817,7,Male,Tier 1,8334.793962
TXN485,51,6,8226,763.6203694,3,Female,Tier 2,2857.766673
TXN486,52,2,2160,236.6424421,0,Male,Tier 3,1529.409264
TXN487,44,9,27111,313.2236473,10,Female,Tier 1,13177.70142
TXN488,57,15,6134,589.5522748,8,Female,Tier 2,7139.445245
TXN489,23,5,16509,596.5598138,0,Male,Tier 1,3774.915399
TXN490,41,1,12443,35.60688626,2,Female,Tier 3,2752.343071
TXN491,59,10,5098,149.9830379,3,Male,Tier 1,2987.883137
TXN492,55,7,19983,987.2570919,3,Male,Tier 1,5080.471949
TXN493,52,5,6312,340.0052106,3,Female,Tier 3,2376.52748
TXN494,20,3,26237,46.62536788,3,Female,Tier 3,5115.99115
TXN495,48,1,2739,779.1961618,5,Male,Tier 3,3290.676757
TXN496,22,6,25401,804.4099421,4,Female,Tier 1,5826.304072
TXN497,35,5,28187,66.7161174,4,Female,Tier 1,6215.079405
TXN498,49,7,15279,812.041856,3,Male,Tier 1,4286.386764
TXN499,49,1,25882,949.0464824,3,Female,Tier 3,5208.607671
TXN500,41,10,2873,613.6626365,10,Female,Tier 2,9494.20893
TXN501,25,5,28694,795.051253,8,Female,Tier 2,10127.43253
TXN502,57,2,2996,748.5617728,0,Female,Tier 2,1324.822765
TXN503,30,1,22721,606.2286901,3,Female,Tier 3,4642.992571
TXN504,36,8,9652,298.1947041,2,Female,Tier 2,2655.989664
TXN505,52,10,8467,131.3889648,0,Male,Tier 1,2890.905889
TXN506,50,10,27942,328.350014,10,Female,Tier 3,13175.39967
TXN507,46,3,13333,164.4648006,4,Male,Tier 2,4238.163625
TXN508,30,9,17014,828.3254408,6,Female,Tier 1,6237.664446
TXN509,37,8,11652,608.6302641,8,Male,Tier 1,8038.528367
TXN510,45,13,19075,244.6556197,5,Male,Tier 2,6260.767596
TXN511,39,7,6903,341.6740415,2,Male,Tier 2,2514.550869
TXN512,42,3,3353,727.856228,6,Female,Tier 3,3859.898906
TXN513,38,6,25773,893.9942516,8,Male,Tier 2,10004.37649
TXN514,30,3,4481,45.76389916,4,Female,Tier 1,2566.808631
TXN515,44,15,3407,76.8679385,2,Male,Tier 1,2491.364194
TXN516,28,12,7905,151.912426,3,Male,Tier 2,3150.488253
TXN517,24,9,5632,358.0292528,1,Male,Tier 1,2281.191851
TXN518,48,5,26491,455.5610277,2,Male,Tier 1,5703.244327
TXN519,48,1,24302,107.5999519,5,Female,Tier 3,6193.143285
TXN520,58,10,25999,613.1407829,7,Male,Tier 2,9048.250266
TXN521,25,1,19543,657.8604895,4,Female,Tier 3,4752.869709
TXN522,52,10,28169,541.9223708,7,Female,Tier 2,9091.387954
TXN523,59,11,16885,82.49849581,7,Female,Tier 2,7387.038849
TXN524,30,15,17822,778.5756586,0,Female,Tier 3,3925.430082
TXN525,50,13,12536,29.12616996,4,Male,Tier 2,4424.434667
TXN526,54,9,23073,657.5015756,10,Male,Tier 2,12899.20564
TXN527,58,14,29677,129.3821604,9,Male,Tier 1,12430.71201
TXN528,42,2,3185,582.3175643,6,Male,Tier 1,4278.010335
TXN529,43,10,13794,206.148456,1,Male,Tier 1,3725.518009
TXN530,53,1,7345,649.5798151,7,Male,Tier 2,5993.657498
TXN531,43,8,16354,56.59706775,8,Male,Tier 2,8539.672406
TXN532,58,5,23066,156.9490898,1,Female,Tier 3,4387.47588
TXN533,50,3,14093,776.9016986,10,Male,Tier 2,11255.45257
TXN534,38,8,15564,435.0879014,7,Male,Tier 1,7505.101947
TXN535,32,4,2258,829.0841847,1,Male,Tier 3,1503.559863
TXN536,39,4,2794,91.68014259,4,Female,Tier 2,2337.933857
TXN537,23,5,8355,159.3774627,6,Male,Tier 1,5039.237037
TXN538,38,13,17353,495.2198503,10,Female,Tier 2,11712.89577
TXN539,33,15,24744,42.9389514,7,Male,Tier 1,8917.529389
TXN540,51,2,28208,470.701583,7,Female,Tier 3,8616.118812
TXN541,30,5,11553,741.5028141,3,Female,Tier 1,3239.540203
TXN542,43,8,11109,964.3710668,5,Male,Tier 1,4881.436494
TXN543,42,1,13476,523.9176087,7,Male,Tier 2,6805.970545
TXN544,53,6,8959,443.6752678,6,Female,Tier 2,4918.300868
TXN545,37,3,9062,766.5838007,0,Female,Tier 2,2328.755964
TXN546,47,5,17327,74.47901544,5,Male,Tier 3,5558.91547
TXN547,31,6,17793,230.7776464,9,Female,Tier 1,10070.24395
TXN548,57,15,22844,557.4125781,1,Female,Tier 2,4904.217676
TXN549,32,10,19408,427.1211953,8,Male,Tier 1,9261.548125
TXN550,51,2,8347,382.1323485,6,Female,Tier 2,4666.015726
TXN551,32,4,24826,884.602326,3,Female,Tier 2,5244.153731
TXN552,35,3,13819,163.1394211,3,Female,Tier 2,3422.684815
TXN553,51,7,17115,368.8833816,9,Male,Tier 3,10270.91348
TXN554,60,13,6275,343.9071867,7,Female,Tier 2,5870.538371
TXN555,30,12,29634,249.2141472,4,Male,Tier 1,7015.363598
TXN556,21,7,11527,281.8621837,2,Female,Tier 2,2859.793352
TXN557,43,13,28535,970.8405405,10,Female,Tier 2,13570.43075
TXN558,30,11,29672,405.8690699,10,Male,Tier 1,13867.10456
TXN559,40,10,12960,132.0081896,10,Male,Tier 2,11243.52605
TXN560,36,5,25599,584.3862945,7,Male,Tier 3,8740.164248
TXN561,59,14,25138,442.5702555,6,Female,Tier 1,7837.042568
TXN562,54,4,25388,708.137926,9,Male,Tier 3,11438.18636
TXN563,21,14,24330,132.8702966,7,Male,Tier 1,8768.487036
TXN564,43,7,18541,398.1083958,9,Female,Tier 1,10155.12471
TXN565,27,12,5197,168.9982951,7,Male,Tier 2,5914.982478
TXN566,58,14,15963,8.01687241,2,Female,Tier 2,3832.590168
TXN567,53,6,26120,53.70725189,9,Female,Tier 2,11275.97787
TXN568,44,10,29549,76.08730816,9,Female,Tier 1,11873.4558
TXN569,34,6,13680,865.906144,3,Male,Tier 3,3906.326005
TXN570,38,9,9268,538.8147703,4,Female,Tier 1,3743.950278
TXN571,47,6,9414,654.0329289,7,Male,Tier 3,6330.304207
TXN572,47,7,27337,354.6705767,2,Female,Tier 2,5397.272187
TXN573,23,10,25442,276.7784548,9,Female,Tier 3,11070.4878
TXN574,38,4,21514,82.31854982,4,Female,Tier 3,5027.2561
TXN575,30,15,10794,166.9412058,1,Female,Tier 3,2934.356355
TXN576,24,15,26663,68.99269963,10,Female,Tier 1,13200.79628
TXN577,60,5,18689,857.9191486,8,Male,Tier 1,9069.987649
TXN578,60,9,4480,904.7781846,8,Male,Tier 2,7162.947225
TXN579,35,12,24818,538.8178806,0,Male,Tier 3,5273.8442
TXN580,55,13,16841,968.190377,9,Male,Tier 1,10669.72065
TXN581,44,7,17600,255.7101195,6,Male,Tier 3,6489.519138
TXN582,29,5,26274,276.4860309,5,Female,Tier 2,6575.929396
TXN583,32,15,29186,179.4820809,5,Male,Tier 3,7575.964186
TXN584,45,13,26445,501.0110731,7,Male,Tier 1,9246.378978
TXN585,29,8,16672,762.0893097,0,Female,Tier 3,3422.000587
TXN586,59,1,12384,387.040489,6,Female,Tier 2,5252.119986
TXN587,25,15,18716,103.3941917,8,Female,Tier 3,8882.142627
TXN588,57,9,14428,831.933062,0,Male,Tier 1,3846.208838
TXN589,28,12,12922,308.9279416,4,Male,Tier 1,4549.892048
TXN590,57,7,4141,814.1437223,3,Male,Tier 3,2615.799031
TXN591,23,3,26769,202.4372604,3,Female,Tier 3,5290.557968
TXN592,50,11,7287,818.5293562,10,Male,Tier 2,10501.81939
TXN593,44,14,11488,350.8917533,4,Male,Tier 3,4402.323645
TXN594,32,14,8278,858.917968,4,Female,Tier 3,3518.701497
TXN595,26,8,15173,592.3881168,10,Female,Tier 2,11177.6766
TXN596,45,11,21509,234.471358,5,Female,Tier 2,6154.021057
TXN597,32,9,11267,678.044267,1,Male,Tier 3,3140.175805
TXN598,45,4,27114,63.1393444,1,Male,Tier 3,5264.130007
TXN599,21,10,27729,505.0681222,1,Male,Tier 3,5518.684996
TXN600,43,15,23809,715.6996926,3,Female,Tier 1,5609.402006
TXN601,29,11,10207,378.7845064,3,Male,Tier 1,3727.468143
TXN602,31,2,20357,998.41859,7,Male,Tier 3,7807.125512
TXN603,39,1,11368,778.11903,2,Male,Tier 3,2937.044275
TXN604,42,3,21125,567.7749112,0,Female,Tier 1,4100.16762
TXN605,26,15,3700,359.7139989,1,Male,Tier 1,2318.595734
TXN606,59,6,2206,667.8594989,1,Male,Tier 2,1700.368511
TXN607,57,12,16971,51.44601481,6,Female,Tier 1,6498.52952
TXN608,29,3,12204,492.9265474,1,Male,Tier 3,2919.878221
TXN609,31,4,2181,265.6989186,10,Female,Tier 1,9181.054941
TXN610,23,5,18081,805.8780319,4,Female,Tier 3,4543.38326
TXN611,41,11,2830,25.87846454,4,Male,Tier 3,2850.400179
TXN612,29,13,6399,256.1151486,6,Female,Tier 3,4726.437873
TXN613,20,3,29062,468.4880172,8,Female,Tier 2,9908.662862
TXN614,42,12,13099,87.03205205,0,Female,Tier 1,3252.817922
TXN615,24,15,3151,35.38592443,0,Male,Tier 2,1943.533055
TXN616,57,5,29305,619.5715359,6,Female,Tier 2,8012.703492
TXN617,27,10,21071,520.79074,6,Male,Tier 3,7046.060671
TXN618,44,14,6860,607.7556163,5,Female,Tier 1,4147.034975
TXN619,45,9,7111,641.4946278,1,Male,Tier 2,2623.369302
TXN620,29,2,15337,458.0855698,2,Male,Tier 3,3536.384332
TXN621,52,5,21595,378.3036712,6,Female,Tier 3,6802.778402
TXN622,60,2,23971,360.6754055,4,Male,Tier 3,5819.967981
TXN623,23,6,3274,971.2541974,0,Male,Tier 1,1906.833291
TXN624,24,14,22348,753.3675192,8,Female,Tier 1,9663.193702
TXN625,34,5,27706,58.17683663,3,Male,Tier 3,5904.953933
TXN626,37,3,22825,980.4323635,10,Female,Tier 3,12175.35773
TXN627,42,11,3869,325.183523,9,Female,Tier 2,8021.537428
TXN628,35,7,21864,329.1534499,1,Male,Tier 3,4577.339841
TXN629,25,7,9123,157.4351118,4,Female,Tier 2,3383.766488
TXN630,54,3,18959,277.5058811,2,Female,Tier 3,3957.91689
TXN631,25,3,27579,227.4718624,4,Male,Tier 3,6283.149097
TXN632,39,9,28646,299.3546029,4,Male,Tier 3,6740.124923
TXN633,58,3,22000,384.2533423,3,Female,Tier 3,4737.040688
TXN634,56,12,16641,24.97306213,1,Female,Tier 2,3722.89718
TXN635,48,8,15151,83.2190771,9,Female,Tier 2,9684.646864
TXN636,33,8,2230,919.8788728,0,Female,Tier 1,1603.873064
TXN637,43,14,6059,28.71612662,5,Female,Tier 1,3869.324663
TXN638,29,12,9153,359.7537806,10,Female,Tier 1,10556.0165
TXN639,33,4,27821,905.5664935,1,Female,Tier 1,5168.842034
TXN640,34,13,3711,354.4727362,7,Female,Tier 2,5338.25253
TXN641,49,13,5823,737.3080219,5,Male,Tier 3,4198.876973
TXN642,29,4,24215,666.5051193,3,Female,Tier 1,5214.209272
TXN643,33,2,29529,588.945579,2,Female,Tier 2,5569.097188
TXN644,51,2,3079,185.2912406,8,Male,Tier 3,6470.928502
TXN645,51,8,2067,379.0387501,9,Female,Tier 2,7654.892935
TXN646,29,11,11703,715.1147471,4,Male,Tier 3,4258.493902
TXN647,35,15,28207,923.098486,9,Male,Tier 3,12147.54938
TXN648,29,11,13579,943.7142227,0,Male,Tier 3,3435.33405
TXN649,43,4,15394,12.01579881,8,Male,Tier 1,8414.368278
TXN650,49,8,21921,123.1377689,4,Male,Tier 3,5648.795457
TXN651,59,9,24657,240.269652,7,Male,Tier 1,8854.264138
TXN652,57,4,15219,285.1723481,1,Male,Tier 2,3652.360741
TXN653,35,12,8949,533.6871554,6,Male,Tier 2,5543.823021
TXN654,35,10,10834,103.3540126,6,Male,Tier 1,5605.27708
TXN655,54,14,19642,538.5190933,5,Female,Tier 3,6106.082187
TXN656,55,7,11246,497.4933278,1,Female,Tier 3,2756.578726
TXN657,22,2,28102,371.2852446,10,Male,Tier 2,13267.73673
TXN658,41,12,26185,485.2472629,3,Male,Tier 2,5945.925232
TXN659,31,11,17267,462.733057,10,Male,Tier 3,11972.04901
TXN660,52,7,16156,210.1230268,10,Female,Tier 2,11504.11333
TXN661,47,15,12486,11.70224222,7,Female,Tier 2,6739.371154
TXN662,33,8,29279,536.5775046,8,Female,Tier 2,10296.10626
TXN663,52,3,3110,759.8875258,0,Female,Tier 2,1494.574932
TXN664,30,7,11268,474.2334947,0,Male,Tier 2,3071.799222
TXN665,38,6,6711,832.8298708,1,Male,Tier 1,2560.705629
TXN666,28,14,13548,404.5167941,7,Male,Tier 3,7215.537902
TXN667,22,8,6064,29.95959031,0,Female,Tier 2,1854.253587
TXN668,27,12,27391,704.3886238,1,Male,Tier 2,5609.431233
TXN669,42,11,19414,551.2439506,5,Male,Tier 1,6198.89646
TXN670,40,3,20143,397.1019149,2,Female,Tier 1,4152.079869
TXN671,28,7,26550,697.7980677,8,Female,Tier 1,9988.165989
TXN672,49,3,19174,965.6967372,3,Male,Tier 1,4702.162999
TXN673,32,6,17751,799.9564573,1,Female,Tier 1,3815.956635
TXN674,41,3,25714,333.8970677,1,Male,Tier 3,5077.461261
TXN675,58,8,6055,761.5588924,2,Male,Tier 2,2732.16002
TXN676,35,13,25945,10.05406679,1,Female,Tier 2,5044.984177
TXN677,38,4,26277,521.8058803,8,Female,Tier 1,9753.59391
TXN678,40,5,26048,511.4294123,5,Female,Tier 1,6635.740647
TXN679,26,7,16819,389.4116927,3,Female,Tier 1,4245.469822
TXN680,22,2,19448,633.3952553,6,Female,Tier 1,6332.111827
TXN681,45,7,27917,478.3550583,2,Male,Tier 3,5684.264708
TXN682,41,13,18328,667.6523503,4,Female,Tier 3,5097.261367
TXN683,41,3,16978,649.2483731,10,Male,Tier 1,11776.40705
TXN684,23,9,28479,147.6402904,4,Female,Tier 3,6330.376818
TXN685,24,8,24784,640.7351947,3,Female,Tier 2,5373.846781
TXN686,53,15,25122,477.5299607,0,Male,Tier 1,5535.200062
TXN687,55,8,29881,48.40650428,4,Female,Tier 1,6615.246701
TXN688,34,4,29169,0.975253202,1,Female,Tier 3,5075.261738
TXN689,24,2,8808,353.7930238,3,Female,Tier 1,2777.653849
TXN690,40,14,16973,37.7291232,6,Female,Tier 3,6307.362017
TXN691,21,14,7350,1000.068418,1,Female,Tier 2,2323.502971
TXN692,25,9,2215,819.4353018,10,Male,Tier 3,9575.067429
TXN693,45,13,11943,773.8443993,1,Female,Tier 2,3088.315364
TXN694,20,7,24520,39.35351676,3,Male,Tier 1,5498.077278
TXN695,36,8,4989,248.2440784,7,Male,Tier 1,5849.482136
TXN696,35,11,10115,944.7741075,2,Male,Tier 3,3267.522469
TXN697,40,2,24328,436.3715277,3,Male,Tier 1,5457.764563
TXN698,29,1,23118,981.0834516,6,Female,Tier 1,6890.614941
TXN699,28,12,10823,289.6713057,2,Female,Tier 1,3168.380219
TXN700,27,4,24287,536.8276485,2,Female,Tier 2,4806.773159
TXN701,29,1,3024,526.3293187,5,Male,Tier 1,3317.387833
TXN702,36,6,25659,943.7914588,3,Female,Tier 1,5544.916527
TXN703,60,12,24629,717.512172,1,Male,Tier 3,5415.932927
TXN704,42,11,11344,603.34416,4,Male,Tier 2,4266.26284
TXN705,22,13,9178,493.9750501,3,Male,Tier 2,3517.649424
TXN706,35,2,22424,167.5831186,6,Male,Tier 1,7216.767373
TXN707,23,11,27427,55.710549,8,Female,Tier 1,10080.93676
TXN708,52,5,7434,843.4060035,5,Female,Tier 3,3764.365746
TXN709,57,3,22678,256.8346292,6,Male,Tier 2,7245.409704
TXN710,34,15,23741,555.5866111,5,Female,Tier 2,6628.287254
TXN711,45,8,8081,206.7365356,9,Female,Tier 1,8604.666298
TXN712,56,10,16369,378.7871656,8,Male,Tier 3,8729.482538
TXN713,32,11,9314,796.4573144,1,Female,Tier 3,2551.216251
TXN714,27,8,19872,499.3874294,0,Female,Tier 3,4011.643761
TXN715,38,10,8261,4.310616431,8,Female,Tier 2,7114.896951
TXN716,35,12,2197,450.945255,4,Female,Tier 3,2572.568711
TXN717,26,11,15391,434.8920173,9,Male,Tier 1,10105.46272
TXN718,24,10,27987,888.1194659,10,Female,Tier 1,13423.3631
TXN719,29,8,18145,558.8082733,8,Male,Tier 3,8933.769296
TXN720,46,7,23920,589.449146,7,Male,Tier 2,8635.68888
TXN721,43,11,11561,868.0232958,3,Male,Tier 3,3742.582061
TXN722,44,11,17973,680.0285437,0,Female,Tier 2,3860.202714
TXN723,57,3,26679,625.2732816,6,Female,Tier 1,7693.201333
TXN724,58,3,14607,611.5799532,6,Female,Tier 3,5656.43967
TXN725,35,3,22422,605.4390245,10,Female,Tier 3,12069.973
TXN726,25,8,18526,524.6786131,10,Female,Tier 1,11831.3553
TXN727,29,8,2262,13.788012,1,Female,Tier 1,1352.250165
TXN728,53,8,25409,850.5492978,2,Male,Tier 2,5497.05962
TXN729,28,7,13172,514.3441675,5,Male,Tier 3,4874.587459
TXN730,54,6,3620,683.1236461,5,Male,Tier 2,3576.112009
TXN731,36,5,8643,623.7497993,0,Female,Tier 3,2247.951042
TXN732,41,5,25788,201.1654851,0,Female,Tier 2,4773.555347
TXN733,38,3,21374,545.346563,9,Female,Tier 2,10424.74183
TXN734,41,9,23943,19.23142828,6,Male,Tier 3,7314.5955
TXN735,28,2,24093,668.7554252,2,Female,Tier 3,4510.216403
TXN736,47,5,21246,85.12005615,1,Female,Tier 2,4069.90319
TXN737,39,8,20578,859.717552,4,Male,Tier 3,5550.741908
TXN738,24,13,26996,528.7608487,8,Male,Tier 2,10474.01894
TXN739,32,4,22746,542.4452856,2,Male,Tier 1,4848.075265
TXN740,24,1,23396,451.2083272,6,Female,Tier 3,6858.582057
TXN741,45,11,10155,552.4933076,0,Male,Tier 2,3090.482702
TXN742,56,14,28139,563.5617699,4,Male,Tier 2,6945.550481
TXN743,58,15,5709,734.5300668,10,Female,Tier 1,10431.41692
TXN744,60,3,26663,333.4203679,3,Female,Tier 2,5627.328135
TXN745,24,10,16604,97.44011536,5,Female,Tier 3,5129.135856
TXN746,22,14,21293,742.1120611,9,Male,Tier 3,11056.97152
TXN747,43,11,3986,219.9856779,6,Male,Tier 2,4582.883787
TXN748,40,12,7328,492.9847266,7,Male,Tier 1,6320.127592
TXN749,33,1,18173,704.1012867,3,Male,Tier 2,4468.292437
TXN750,59,5,12158,873.7891343,0,Male,Tier 1,3388.840664
TXN751,21,6,17842,624.1027844,8,Male,Tier 2,8749.118625
TXN752,60,11,22257,733.9862865,8,Male,Tier 1,9838.411807
TXN753,21,11,17986,67.12970045,7,Male,Tier 1,7722.235717
TXN754,40,1,12784,73.17837316,8,Female,Tier 1,7625.331288
TXN755,36,9,11313,335.4412194,8,Male,Tier 2,7966.804656
TXN756,60,5,21060,518.9865254,1,Female,Tier 2,4222.515608
TXN757,60,14,26636,705.6485806,2,Female,Tier 3,5650.998518
TXN758,48,11,21993,52.95717832,7,Male,Tier 3,8355.98673
TXN759,39,6,14956,711.9014069,10,Female,Tier 1,11344.10795
TXN760,27,12,13660,816.5131692,5,Male,Tier 1,5448.858396
TXN761,36,13,3244,795.2605159,0,Female,Tier 1,1809.650942
TXN762,38,7,24741,578.1350043,5,Female,Tier 1,6561.015003
TXN763,43,15,28851,109.6714745,9,Female,Tier 1,11936.63394
TXN764,46,15,29588,623.3993135,0,Male,Tier 1,6245.676632
TXN765,32,15,27660,151.9828318,3,Male,Tier 1,6396.758376
TXN766,30,9,16217,366.2100588,10,Male,Tier 1,11825.38899
TXN767,57,2,19371,396.656703,1,Female,Tier 2,3927.49148
TXN768,38,12,7237,714.517326,7,Male,Tier 3,6237.595522
TXN769,20,1,15743,723.4833165,2,Female,Tier 2,3284.132523
TXN770,23,7,13861,271.6608284,6,Female,Tier 1,5740.297048
TXN771,42,2,26551,128.7124026,3,Female,Tier 2,5276.190963
TXN772,28,7,22050,121.6225738,4,Female,Tier 3,5197.607748
TXN773,26,9,13914,820.0594577,7,Male,Tier 2,6993.12878
TXN774,22,12,19896,571.4467547,1,Female,Tier 1,4389.097577
TXN775,58,13,16111,254.6324421,6,Female,Tier 3,6271.98572
TXN776,26,4,28664,279.3957163,2,Male,Tier 3,5564.961645
TXN777,27,14,20531,551.5265922,5,Male,Tier 1,6520.468723
TXN778,55,15,7589,943.8040239,6,Female,Tier 2,5190.582528
TXN779,51,14,17836,505.8731384,1,Male,Tier 1,4442.804162
TXN780,37,8,10973,331.3977875,5,Female,Tier 1,4529.647037
TXN781,22,12,13066,894.0598488,8,Female,Tier 3,7911.329672
TXN782,27,10,28514,261.2001881,9,Male,Tier 1,11943.77192
TXN783,32,14,13491,990.6845821,4,Female,Tier 1,4412.849869
TXN784,28,11,18969,882.1760507,4,Female,Tier 1,5082.511855
TXN785,59,15,7541,418.692067,9,Female,Tier 1,8995.314048
TXN786,31,6,14897,901.569547,7,Female,Tier 2,6903.694169
TXN787,52,15,10364,405.9623898,5,Female,Tier 2,4703.110657
TXN788,36,14,13908,148.5945677,3,Male,Tier 1,4327.979216
TXN789,29,5,11402,473.551013,4,Male,Tier 1,4083.443006
TXN790,29,3,7503,473.3713383,8,Male,Tier 1,7165.263209
TXN791,36,1,15102,535.4921429,4,Male,Tier 3,4434.781639
TXN792,52,3,29227,250.8598207,2,Male,Tier 2,5738.732782
TXN793,23,6,18362,547.2743926,4,Male,Tier 1,5116.726841
TXN794,50,9,28956,898.5962652,0,Male,Tier 1,5863.756461
TXN795,42,8,8189,895.7852219,8,Male,Tier 3,7371.863402
TXN796,27,12,15949,821.3635313,0,Male,Tier 2,3996.803542
TXN797,23,1,9538,506.1357146,4,Female,Tier 2,3221.733027
